time,leaf.ca_conc,leaf.d13c,leaf.gstar,A,Acg,Ajg,Apg,cc,ci,ca,rd,lim,gi,gs,gb,g,d13c
        1971,      325.60,f_d13c_lin,f_gstar_constref,   10.283347,    13.25785,    16.05005,    30.04036,    25.77686,    25.77686,    32.99142,        0.75,           2,         Inf,   0.2310793,         Inf,   0.2310793,    24.40179
        1972,      326.71,f_d13c_lin,f_gstar_constref,   10.318537,    13.29103,    16.06376,    30.01979,    25.86473,    25.86473,    33.10389,        0.75,           2,         Inf,   0.2310822,         Inf,   0.2310822,    24.40179
        1973,      328.91,f_d13c_lin,f_gstar_constref,   10.388097,    13.35662,    16.09073,    29.97953,    26.03889,    26.03889,    33.32681,        0.75,           2,         Inf,   0.2310838,         Inf,   0.2310838,    24.40179
        1974,      329.39,f_d13c_lin,f_gstar_constref,   10.403242,    13.37090,    16.09658,    29.97083,    26.07690,    26.07690,    33.37544,        0.75,           2,         Inf,   0.2310835,         Inf,   0.2310835,    24.40179
        1975,      330.24,f_d13c_lin,f_gstar_constref,   10.430031,    13.39616,    16.10691,    29.95550,    26.14419,    26.14419,    33.46157,        0.75,           2,         Inf,   0.2310823,         Inf,   0.2310823,    24.40179
        1976,      331.14,f_d13c_lin,f_gstar_constref,   10.458356,    13.42287,    16.11780,    29.93937,    26.21544,    26.21544,    33.55276,        0.75,           2,         Inf,   0.2310802,         Inf,   0.2310802,    24.40179
        1977,      332.70,f_d13c_lin,f_gstar_constref,   10.507357,    13.46907,    16.13657,    29.91166,    26.33895,    26.33895,    33.71083,        0.75,           2,         Inf,   0.2310745,         Inf,   0.2310745,    24.40180
        1978,      334.57,f_d13c_lin,f_gstar_constref,   10.565934,    13.52431,    16.15890,    29.87884,    26.48701,    26.48701,    33.90031,        0.75,           2,         Inf,   0.2310645,         Inf,   0.2310645,    24.40181
        1979,      335.79,f_d13c_lin,f_gstar_constref,   10.604055,    13.56025,    16.17337,    29.85767,    26.58361,    26.58361,    34.02392,        0.75,           2,         Inf,   0.2310560,         Inf,   0.2310560,    24.40182
        1980,      337.75,f_d13c_lin,f_gstar_constref,   10.665145,    13.61786,    16.19645,    29.82404,    26.73880,    26.73880,    34.22252,        0.75,           2,         Inf,   0.2310393,         Inf,   0.2310393,    24.40184
        1981,      339.28,f_d13c_lin,f_gstar_constref,   10.712700,    13.66270,    16.21433,    29.79810,    26.85995,    26.85995,    34.37755,        0.75,           2,         Inf,   0.2310236,         Inf,   0.2310236,    24.40185
        1982,      340.47,f_d13c_lin,f_gstar_constref,   10.749607,    13.69750,    16.22814,    29.77812,    26.95418,    26.95418,    34.49812,        0.75,           2,         Inf,   0.2310099,         Inf,   0.2310099,    24.40187
        1983,      342.00,f_d13c_lin,f_gstar_constref,   10.796956,    13.74214,    16.24581,    29.75268,    27.07533,    27.07533,    34.65315,        0.75,           2,         Inf,   0.2309903,         Inf,   0.2309903,    24.40189
        1984,      343.46,f_d13c_lin,f_gstar_constref,   10.842032,    13.78465,    16.26255,    29.72865,    27.19095,    27.19095,    34.80108,        0.75,           2,         Inf,   0.2309696,         Inf,   0.2309696,    24.40191
        1985,      344.95,f_d13c_lin,f_gstar_constref,   10.887926,    13.82792,    16.27952,    29.70437,    27.30894,    27.30894,    34.95206,        0.75,           2,         Inf,   0.2309465,         Inf,   0.2309465,    24.40194
        1986,      346.28,f_d13c_lin,f_gstar_constref,   10.928801,    13.86646,    16.29458,    29.68291,    27.41427,    27.41427,    35.08682,        0.75,           2,         Inf,   0.2309241,         Inf,   0.2309241,    24.40196
        1987,      348.15,f_d13c_lin,f_gstar_constref,   10.986126,    13.92052,    16.31561,    29.65307,    27.56237,    27.56237,    35.27630,        0.75,           2,         Inf,   0.2308901,         Inf,   0.2308901,    24.40200
        1988,      350.39,f_d13c_lin,f_gstar_constref,   11.054571,    13.98505,    16.34057,    29.61781,    27.73977,    27.73977,    35.50327,        0.75,           2,         Inf,   0.2308453,         Inf,   0.2308453,    24.40205
        1989,      351.99,f_d13c_lin,f_gstar_constref,   11.103312,    14.03101,    16.35826,    29.59295,    27.86649,    27.86649,    35.66539,        0.75,           2,         Inf,   0.2308108,         Inf,   0.2308108,    24.40209
        1990,      353.18,f_d13c_lin,f_gstar_constref,   11.139484,    14.06512,    16.37133,    29.57464,    27.96074,    27.96074,    35.78596,        0.75,           2,         Inf,   0.2307837,         Inf,   0.2307837,    24.40212
        1991,      354.45,f_d13c_lin,f_gstar_constref,   11.178012,    14.10145,    16.38521,    29.55525,    28.06133,    28.06133,    35.91465,        0.75,           2,         Inf,   0.2307535,         Inf,   0.2307535,    24.40215
        1992,      355.37,f_d13c_lin,f_gstar_constref,   11.205875,    14.12772,    16.39521,    29.54131,    28.13420,    28.13420,    36.00787,        0.75,           2,         Inf,   0.2307309,         Inf,   0.2307309,    24.40218
        1993,      356.10,f_d13c_lin,f_gstar_constref,   11.227954,    14.14854,    16.40312,    29.53031,    28.19203,    28.19203,    36.08183,        0.75,           2,         Inf,   0.2307124,         Inf,   0.2307124,    24.40220
        1994,      357.61,f_d13c_lin,f_gstar_constref,   11.273545,    14.19153,    16.41941,    29.50772,    28.31163,    28.31163,    36.23483,        0.75,           2,         Inf,   0.2306729,         Inf,   0.2306729,    24.40224
        1995,      359.51,f_d13c_lin,f_gstar_constref,   11.330758,    14.24548,    16.43975,    29.47961,    28.46214,    28.46214,    36.42735,        0.75,           2,         Inf,   0.2306206,         Inf,   0.2306206,    24.40230
        1996,      361.19,f_d13c_lin,f_gstar_constref,   11.381205,    14.29305,    16.45760,    29.45505,    28.59522,    28.59522,    36.59758,        0.75,           2,         Inf,   0.2305721,         Inf,   0.2305721,    24.40235
        1997,      362.50,f_d13c_lin,f_gstar_constref,   11.420449,    14.33005,    16.47144,    29.43608,    28.69899,    28.69899,    36.73031,        0.75,           2,         Inf,   0.2305328,         Inf,   0.2305328,    24.40239
        1998,      365.23,f_d13c_lin,f_gstar_constref,   11.502037,    14.40692,    16.50002,    29.39707,    28.91526,    28.91526,    37.00693,        0.75,           2,         Inf,   0.2304481,         Inf,   0.2304481,    24.40249
        1999,      367.03,f_d13c_lin,f_gstar_constref,   11.555600,    14.45743,    16.51869,    29.37171,    29.05786,    29.05786,    37.18931,        0.75,           2,         Inf,   0.2303885,         Inf,   0.2303885,    24.40255
        2000,      368.22,f_d13c_lin,f_gstar_constref,   11.590930,    14.49074,    16.53095,    29.35511,    29.15214,    29.15214,    37.30989,        0.75,           2,         Inf,   0.2303479,         Inf,   0.2303479,    24.40260
        2001,      369.82,f_d13c_lin,f_gstar_constref,   11.638328,    14.53543,    16.54734,    29.33299,    29.27890,    29.27890,    37.47201,        0.75,           2,         Inf,   0.2302918,         Inf,   0.2302918,    24.40266
        2002,      371.89,f_d13c_lin,f_gstar_constref,   11.699475,    14.59309,    16.56839,    29.30470,    29.44291,    29.44291,    37.68175,        0.75,           2,         Inf,   0.2302165,         Inf,   0.2302165,    24.40274
        2003,      374.38,f_d13c_lin,f_gstar_constref,   11.772768,    14.66220,    16.59347,    29.27115,    29.64020,    29.64020,    37.93405,        0.75,           2,         Inf,   0.2301223,         Inf,   0.2301223,    24.40285
        2004,      376.11,f_d13c_lin,f_gstar_constref,   11.823525,    14.71006,    16.61074,    29.24815,    29.77727,    29.77727,    38.10935,        0.75,           2,         Inf,   0.2300544,         Inf,   0.2300544,    24.40292
        2005,      378.23,f_d13c_lin,f_gstar_constref,   11.885539,    14.76853,    16.63175,    29.22029,    29.94526,    29.94526,    38.32415,        0.75,           2,         Inf,   0.2299687,         Inf,   0.2299687,    24.40302
        2006,      380.28,f_d13c_lin,f_gstar_constref,   11.945311,    14.82490,    16.65188,    29.19370,    30.10771,    30.10771,    38.53187,        0.75,           2,         Inf,   0.2298832,         Inf,   0.2298832,    24.40311
        2007,      382.24,f_d13c_lin,f_gstar_constref,   12.002282,    14.87862,    16.67098,    29.16859,    30.26303,    30.26303,    38.73047,        0.75,           2,         Inf,   0.2297990,         Inf,   0.2297990,    24.40320
        2008,      384.14,f_d13c_lin,f_gstar_constref,   12.057345,    14.93054,    16.68935,    29.14453,    30.41359,    30.41359,    38.92299,        0.75,           2,         Inf,   0.2297152,         Inf,   0.2297152,    24.40330
        2009,      385.77,f_d13c_lin,f_gstar_constref,   12.104455,    14.97496,    16.70499,    29.12411,    30.54277,    30.54277,    39.08815,        0.75,           2,         Inf,   0.2296417,         Inf,   0.2296417,    24.40338
        2010,      387.96,f_d13c_lin,f_gstar_constref,   12.167565,    15.03447,    16.72585,    29.09699,    30.71633,    30.71633,    39.31005,        0.75,           2,         Inf,   0.2295406,         Inf,   0.2295406,    24.40349
        2011,      389.77,f_d13c_lin,f_gstar_constref,   12.219564,    15.08350,    16.74295,    29.07484,    30.85979,    30.85979,    39.49345,        0.75,           2,         Inf,   0.2294549,         Inf,   0.2294549,    24.40359
        2012,      391.87,f_d13c_lin,f_gstar_constref,   12.279715,    15.14022,    16.76264,    29.04944,    31.02623,    31.02623,    39.70623,        0.75,           2,         Inf,   0.2293534,         Inf,   0.2293534,    24.40370
        2013,      394.58,f_d13c_lin,f_gstar_constref,   12.357054,    15.21315,    16.78780,    29.01712,    31.24102,    31.24102,    39.98082,        0.75,           2,         Inf,   0.2292189,         Inf,   0.2292189,    24.40385
        2014,      396.68,f_d13c_lin,f_gstar_constref,   12.416764,    15.26945,    16.80712,    28.99243,    31.40748,    31.40748,    40.19360,        0.75,           2,         Inf,   0.2291120,         Inf,   0.2291120,    24.40397
        2015,      398.99,f_d13c_lin,f_gstar_constref,   12.482226,    15.33117,    16.82818,    28.96562,    31.59059,    31.59059,    40.42766,        0.75,           2,         Inf,   0.2289919,         Inf,   0.2289919,    24.40410
        2016,      402.35,f_d13c_lin,f_gstar_constref,   12.577033,    15.42057,    16.85848,    28.92726,    31.85694,    31.85694,    40.76811,        0.75,           2,         Inf,   0.2288126,         Inf,   0.2288126,    24.40430
        1860,      286.42,f_d13c_classical,f_gstar_constref,    8.999692,    12.04746,    15.51700,    30.89189,    22.67650,    22.67650,    29.02151,        0.75,           2,         Inf,   0.2299492,         Inf,   0.2299492,    20.27060
        1861,      286.45,f_d13c_classical,f_gstar_constref,    9.000707,    12.04841,    15.51745,    30.89113,    22.67887,    22.67887,    29.02455,        0.75,           2,         Inf,   0.2299509,         Inf,   0.2299509,    20.27079
        1862,      286.51,f_d13c_classical,f_gstar_constref,    9.002736,    12.05033,    15.51835,    30.88961,    22.68361,    22.68361,    29.03063,        0.75,           2,         Inf,   0.2299545,         Inf,   0.2299545,    20.27116
        1863,      286.59,f_d13c_classical,f_gstar_constref,    9.005442,    12.05288,    15.51954,    30.88758,    22.68994,    22.68994,    29.03873,        0.75,           2,         Inf,   0.2299592,         Inf,   0.2299592,    20.27165
        1864,      286.71,f_d13c_classical,f_gstar_constref,    9.009500,    12.05671,    15.52133,    30.88453,    22.69943,    22.69943,    29.05089,        0.75,           2,         Inf,   0.2299662,         Inf,   0.2299662,    20.27239
        1865,      286.85,f_d13c_classical,f_gstar_constref,    9.014233,    12.06117,    15.52342,    30.88099,    22.71051,    22.71051,    29.06508,        0.75,           2,         Inf,   0.2299743,         Inf,   0.2299743,    20.27326
        1866,      287.02,f_d13c_classical,f_gstar_constref,    9.019979,    12.06659,    15.52596,    30.87669,    22.72395,    22.72395,    29.08230,        0.75,           2,         Inf,   0.2299842,         Inf,   0.2299842,    20.27431
        1867,      287.21,f_d13c_classical,f_gstar_constref,    9.026399,    12.07264,    15.52879,    30.87190,    22.73898,    22.73898,    29.10155,        0.75,           2,         Inf,   0.2299951,         Inf,   0.2299951,    20.27548
        1868,      287.42,f_d13c_classical,f_gstar_constref,    9.033492,    12.07933,    15.53191,    30.86660,    22.75559,    22.75559,    29.12283,        0.75,           2,         Inf,   0.2300071,         Inf,   0.2300071,    20.27677
        1869,      287.64,f_d13c_classical,f_gstar_constref,    9.040921,    12.08633,    15.53518,    30.86107,    22.77300,    22.77300,    29.14512,        0.75,           2,         Inf,   0.2300196,         Inf,   0.2300196,    20.27812
        1870,      287.87,f_d13c_classical,f_gstar_constref,    9.048684,    12.09365,    15.53860,    30.85530,    22.79119,    22.79119,    29.16843,        0.75,           2,         Inf,   0.2300326,         Inf,   0.2300326,    20.27953
        1871,      288.11,f_d13c_classical,f_gstar_constref,    9.056782,    12.10129,    15.54215,    30.84928,    22.81017,    22.81017,    29.19275,        0.75,           2,         Inf,   0.2300461,         Inf,   0.2300461,    20.28100
        1872,      288.34,f_d13c_classical,f_gstar_constref,    9.064539,    12.10860,    15.54556,    30.84353,    22.82837,    22.82837,    29.21605,        0.75,           2,         Inf,   0.2300589,         Inf,   0.2300589,    20.28240
        1873,      288.56,f_d13c_classical,f_gstar_constref,    9.071956,    12.11560,    15.54882,    30.83804,    22.84577,    22.84577,    29.23834,        0.75,           2,         Inf,   0.2300710,         Inf,   0.2300710,    20.28375
        1874,      288.77,f_d13c_classical,f_gstar_constref,    9.079034,    12.12227,    15.55192,    30.83281,    22.86238,    22.86238,    29.25962,        0.75,           2,         Inf,   0.2300825,         Inf,   0.2300825,    20.28503
        1875,      288.97,f_d13c_classical,f_gstar_constref,    9.085772,    12.12862,    15.55487,    30.82783,    22.87820,    22.87820,    29.27989,        0.75,           2,         Inf,   0.2300934,         Inf,   0.2300934,    20.28624
        1876,      289.16,f_d13c_classical,f_gstar_constref,    9.092171,    12.13466,    15.55767,    30.82312,    22.89323,    22.89323,    29.29914,        0.75,           2,         Inf,   0.2301037,         Inf,   0.2301037,    20.28740
        1877,      289.35,f_d13c_classical,f_gstar_constref,    9.098568,    12.14069,    15.56047,    30.81841,    22.90826,    22.90826,    29.31839,        0.75,           2,         Inf,   0.2301140,         Inf,   0.2301140,    20.28855
        1878,      289.55,f_d13c_classical,f_gstar_constref,    9.105300,    12.14704,    15.56342,    30.81346,    22.92408,    22.92408,    29.33865,        0.75,           2,         Inf,   0.2301247,         Inf,   0.2301247,    20.28976
        1879,      289.77,f_d13c_classical,f_gstar_constref,    9.112702,    12.15402,    15.56665,    30.80802,    22.94148,    22.94148,    29.36095,        0.75,           2,         Inf,   0.2301364,         Inf,   0.2301364,    20.29109
        1880,      290.00,f_d13c_classical,f_gstar_constref,    9.120438,    12.16131,    15.57003,    30.80235,    22.95968,    22.95968,    29.38425,        0.75,           2,         Inf,   0.2301485,         Inf,   0.2301485,    20.29248
        1881,      290.24,f_d13c_classical,f_gstar_constref,    9.128508,    12.16892,    15.57355,    30.79645,    22.97866,    22.97866,    29.40857,        0.75,           2,         Inf,   0.2301611,         Inf,   0.2301611,    20.29393
        1882,      290.51,f_d13c_classical,f_gstar_constref,    9.137582,    12.17748,    15.57751,    30.78982,    23.00002,    23.00002,    29.43593,        0.75,           2,         Inf,   0.2301751,         Inf,   0.2301751,    20.29556
        1883,      290.80,f_d13c_classical,f_gstar_constref,    9.147323,    12.18666,    15.58175,    30.78272,    23.02296,    23.02296,    29.46531,        0.75,           2,         Inf,   0.2301900,         Inf,   0.2301900,    20.29730
        1884,      291.13,f_d13c_classical,f_gstar_constref,    9.158403,    12.19711,    15.58657,    30.77465,    23.04907,    23.04907,    29.49875,        0.75,           2,         Inf,   0.2302068,         Inf,   0.2302068,    20.29928
        1885,      291.48,f_d13c_classical,f_gstar_constref,    9.170147,    12.20818,    15.59168,    30.76613,    23.07676,    23.07676,    29.53421,        0.75,           2,         Inf,   0.2302245,         Inf,   0.2302245,    20.30138
        1886,      291.86,f_d13c_classical,f_gstar_constref,    9.182891,    12.22020,    15.59721,    30.75690,    23.10682,    23.10682,    29.57271,        0.75,           2,         Inf,   0.2302434,         Inf,   0.2302434,    20.30365
        1887,      292.25,f_d13c_classical,f_gstar_constref,    9.195961,    12.23253,    15.60288,    30.74746,    23.13767,    23.13767,    29.61223,        0.75,           2,         Inf,   0.2302625,         Inf,   0.2302625,    20.30597
        1888,      292.65,f_d13c_classical,f_gstar_constref,    9.209358,    12.24516,    15.60868,    30.73781,    23.16931,    23.16931,    29.65276,        0.75,           2,         Inf,   0.2302819,         Inf,   0.2302819,    20.30835
        1889,      293.05,f_d13c_classical,f_gstar_constref,    9.222746,    12.25778,    15.61447,    30.72819,    23.20096,    23.20096,    29.69329,        0.75,           2,         Inf,   0.2303011,         Inf,   0.2303011,    20.31072
        1890,      293.46,f_d13c_classical,f_gstar_constref,    9.236460,    12.27071,    15.62039,    30.71836,    23.23339,    23.23339,    29.73483,        0.75,           2,         Inf,   0.2303204,         Inf,   0.2303204,    20.31314
        1891,      293.86,f_d13c_classical,f_gstar_constref,    9.249830,    12.28332,    15.62616,    30.70881,    23.26504,    23.26504,    29.77536,        0.75,           2,         Inf,   0.2303390,         Inf,   0.2303390,    20.31550
        1892,      294.25,f_d13c_classical,f_gstar_constref,    9.262858,    12.29560,    15.63177,    30.69952,    23.29589,    23.29589,    29.81488,        0.75,           2,         Inf,   0.2303569,         Inf,   0.2303569,    20.31779
        1893,      294.62,f_d13c_classical,f_gstar_constref,    9.275209,    12.30725,    15.63708,    30.69074,    23.32516,    23.32516,    29.85237,        0.75,           2,         Inf,   0.2303736,         Inf,   0.2303736,    20.31996
        1894,      294.98,f_d13c_classical,f_gstar_constref,    9.287220,    12.31858,    15.64224,    30.68222,    23.35364,    23.35364,    29.88885,        0.75,           2,         Inf,   0.2303897,         Inf,   0.2303897,    20.32207
        1895,      295.30,f_d13c_classical,f_gstar_constref,    9.297890,    12.32864,    15.64682,    30.67467,    23.37896,    23.37896,    29.92127,        0.75,           2,         Inf,   0.2304038,         Inf,   0.2304038,    20.32394
        1896,      295.60,f_d13c_classical,f_gstar_constref,    9.307888,    12.33806,    15.65111,    30.66761,    23.40269,    23.40269,    29.95167,        0.75,           2,         Inf,   0.2304168,         Inf,   0.2304168,    20.32568
        1897,      295.86,f_d13c_classical,f_gstar_constref,    9.316549,    12.34623,    15.65482,    30.66151,    23.42326,    23.42326,    29.97801,        0.75,           2,         Inf,   0.2304281,         Inf,   0.2304281,    20.32720
        1898,      296.11,f_d13c_classical,f_gstar_constref,    9.324874,    12.35408,    15.65838,    30.65565,    23.44304,    23.44304,    30.00335,        0.75,           2,         Inf,   0.2304387,         Inf,   0.2304387,    20.32865
        1899,      296.34,f_d13c_classical,f_gstar_constref,    9.332529,    12.36130,    15.66165,    30.65027,    23.46124,    23.46124,    30.02665,        0.75,           2,         Inf,   0.2304485,         Inf,   0.2304485,    20.32998
        1900,      296.56,f_d13c_classical,f_gstar_constref,    9.339849,    12.36820,    15.66478,    30.64514,    23.47864,    23.47864,    30.04894,        0.75,           2,         Inf,   0.2304577,         Inf,   0.2304577,    20.33125
        1901,      296.80,f_d13c_classical,f_gstar_constref,    9.347831,    12.37573,    15.66819,    30.63955,    23.49763,    23.49763,    30.07326,        0.75,           2,         Inf,   0.2304677,         Inf,   0.2304677,    20.33264
        1902,      297.04,f_d13c_classical,f_gstar_constref,    9.355810,    12.38325,    15.67160,    30.63397,    23.51662,    23.51662,    30.09758,        0.75,           2,         Inf,   0.2304776,         Inf,   0.2304776,    20.33403
        1903,      297.29,f_d13c_classical,f_gstar_constref,    9.364119,    12.39109,    15.67514,    30.62817,    23.53640,    23.53640,    30.12291,        0.75,           2,         Inf,   0.2304878,         Inf,   0.2304878,    20.33547
        1904,      297.57,f_d13c_classical,f_gstar_constref,    9.373420,    12.39986,    15.67910,    30.62169,    23.55855,    23.55855,    30.15128,        0.75,           2,         Inf,   0.2304992,         Inf,   0.2304992,    20.33708
        1905,      297.87,f_d13c_classical,f_gstar_constref,    9.383381,    12.40925,    15.68334,    30.61476,    23.58229,    23.58229,    30.18168,        0.75,           2,         Inf,   0.2305112,         Inf,   0.2305112,    20.33880
        1906,      298.17,f_d13c_classical,f_gstar_constref,    9.393337,    12.41864,    15.68757,    30.60785,    23.60602,    23.60602,    30.21208,        0.75,           2,         Inf,   0.2305230,         Inf,   0.2305230,    20.34052
        1907,      298.49,f_d13c_classical,f_gstar_constref,    9.403951,    12.42864,    15.69208,    30.60049,    23.63134,    23.63134,    30.24450,        0.75,           2,         Inf,   0.2305356,         Inf,   0.2305356,    20.34235
        1908,      298.82,f_d13c_classical,f_gstar_constref,    9.414891,    12.43896,    15.69672,    30.59293,    23.65745,    23.65745,    30.27794,        0.75,           2,         Inf,   0.2305483,         Inf,   0.2305483,    20.34423
        1909,      299.15,f_d13c_classical,f_gstar_constref,    9.425825,    12.44927,    15.70136,    30.58539,    23.68356,    23.68356,    30.31137,        0.75,           2,         Inf,   0.2305608,         Inf,   0.2305608,    20.34611
        1910,      299.49,f_d13c_classical,f_gstar_constref,    9.437085,    12.45989,    15.70612,    30.57763,    23.71046,    23.71046,    30.34582,        0.75,           2,         Inf,   0.2305736,         Inf,   0.2305736,    20.34804
        1911,      299.84,f_d13c_classical,f_gstar_constref,    9.448669,    12.47081,    15.71102,    30.56968,    23.73815,    23.73815,    30.38129,        0.75,           2,         Inf,   0.2305866,         Inf,   0.2305866,    20.35002
        1912,      300.20,f_d13c_classical,f_gstar_constref,    9.460576,    12.48204,    15.71605,    30.56152,    23.76664,    23.76664,    30.41776,        0.75,           2,         Inf,   0.2305997,         Inf,   0.2305997,    20.35206
        1913,      300.58,f_d13c_classical,f_gstar_constref,    9.473138,    12.49388,    15.72135,    30.55293,    23.79670,    23.79670,    30.45627,        0.75,           2,         Inf,   0.2306134,         Inf,   0.2306134,    20.35420
        1914,      300.97,f_d13c_classical,f_gstar_constref,    9.486023,    12.50603,    15.72678,    30.54414,    23.82756,    23.82756,    30.49579,        0.75,           2,         Inf,   0.2306272,         Inf,   0.2306272,    20.35640
        1915,      301.36,f_d13c_classical,f_gstar_constref,    9.498899,    12.51817,    15.73220,    30.53539,    23.85842,    23.85842,    30.53530,        0.75,           2,         Inf,   0.2306407,         Inf,   0.2306407,    20.35859
        1916,      301.76,f_d13c_classical,f_gstar_constref,    9.512096,    12.53062,    15.73775,    30.52643,    23.89007,    23.89007,    30.57583,        0.75,           2,         Inf,   0.2306544,         Inf,   0.2306544,    20.36083
        1917,      302.16,f_d13c_classical,f_gstar_constref,    9.525285,    12.54305,    15.74329,    30.51751,    23.92172,    23.92172,    30.61636,        0.75,           2,         Inf,   0.2306678,         Inf,   0.2306678,    20.36306
        1918,      302.55,f_d13c_classical,f_gstar_constref,    9.538136,    12.55517,    15.74868,    30.50883,    23.95258,    23.95258,    30.65588,        0.75,           2,         Inf,   0.2306807,         Inf,   0.2306807,    20.36523
        1919,      302.92,f_d13c_classical,f_gstar_constref,    9.550321,    12.56666,    15.75378,    30.50063,    23.98185,    23.98185,    30.69337,        0.75,           2,         Inf,   0.2306927,         Inf,   0.2306927,    20.36729
        1920,      303.28,f_d13c_classical,f_gstar_constref,    9.562169,    12.57783,    15.75873,    30.49267,    24.01034,    24.01034,    30.72985,        0.75,           2,         Inf,   0.2307042,         Inf,   0.2307042,    20.36928
        1921,      303.63,f_d13c_classical,f_gstar_constref,    9.573681,    12.58869,    15.76354,    30.48495,    24.03803,    24.03803,    30.76531,        0.75,           2,         Inf,   0.2307152,         Inf,   0.2307152,    20.37122
        1922,      303.97,f_d13c_classical,f_gstar_constref,    9.584858,    12.59923,    15.76821,    30.47747,    24.06494,    24.06494,    30.79976,        0.75,           2,         Inf,   0.2307257,         Inf,   0.2307257,    20.37310
        1923,      304.32,f_d13c_classical,f_gstar_constref,    9.596357,    12.61007,    15.77300,    30.46980,    24.09263,    24.09263,    30.83522,        0.75,           2,         Inf,   0.2307364,         Inf,   0.2307364,    20.37503
        1924,      304.66,f_d13c_classical,f_gstar_constref,    9.607521,    12.62060,    15.77765,    30.46237,    24.11954,    24.11954,    30.86967,        0.75,           2,         Inf,   0.2307466,         Inf,   0.2307466,    20.37689
        1925,      305.01,f_d13c_classical,f_gstar_constref,    9.619007,    12.63143,    15.78243,    30.45473,    24.14723,    24.14723,    30.90514,        0.75,           2,         Inf,   0.2307569,         Inf,   0.2307569,    20.37881
        1926,      305.36,f_d13c_classical,f_gstar_constref,    9.630487,    12.64225,    15.78720,    30.44712,    24.17493,    24.17493,    30.94060,        0.75,           2,         Inf,   0.2307670,         Inf,   0.2307670,    20.38073
        1927,      305.73,f_d13c_classical,f_gstar_constref,    9.642616,    12.65369,    15.79224,    30.43910,    24.20421,    24.20421,    30.97809,        0.75,           2,         Inf,   0.2307775,         Inf,   0.2307775,    20.38275
        1928,      306.10,f_d13c_classical,f_gstar_constref,    9.654737,    12.66512,    15.79726,    30.43110,    24.23348,    24.23348,    31.01558,        0.75,           2,         Inf,   0.2307878,         Inf,   0.2307878,    20.38476
        1929,      306.47,f_d13c_classical,f_gstar_constref,    9.666851,    12.67654,    15.80228,    30.42313,    24.26276,    24.26276,    31.05307,        0.75,           2,         Inf,   0.2307980,         Inf,   0.2307980,    20.38677
        1930,      306.84,f_d13c_classical,f_gstar_constref,    9.678957,    12.68796,    15.80728,    30.41517,    24.29204,    24.29204,    31.09056,        0.75,           2,         Inf,   0.2308079,         Inf,   0.2308079,    20.38878
        1931,      307.21,f_d13c_classical,f_gstar_constref,    9.691056,    12.69936,    15.81228,    30.40724,    24.32132,    24.32132,    31.12805,        0.75,           2,         Inf,   0.2308177,         Inf,   0.2308177,    20.39078
        1932,      307.58,f_d13c_classical,f_gstar_constref,    9.703148,    12.71077,    15.81727,    30.39934,    24.35060,    24.35060,    31.16554,        0.75,           2,         Inf,   0.2308272,         Inf,   0.2308272,    20.39278
        1933,      307.95,f_d13c_classical,f_gstar_constref,    9.715233,    12.72216,    15.82225,    30.39146,    24.37988,    24.37988,    31.20303,        0.75,           2,         Inf,   0.2308366,         Inf,   0.2308366,    20.39477
        1934,      308.32,f_d13c_classical,f_gstar_constref,    9.727310,    12.73355,    15.82722,    30.38360,    24.40916,    24.40916,    31.24052,        0.75,           2,         Inf,   0.2308458,         Inf,   0.2308458,    20.39676
        1935,      308.68,f_d13c_classical,f_gstar_constref,    9.739054,    12.74462,    15.83205,    30.37597,    24.43765,    24.43765,    31.27700,        0.75,           2,         Inf,   0.2308545,         Inf,   0.2308545,    20.39868
        1936,      309.04,f_d13c_classical,f_gstar_constref,    9.750791,    12.75569,    15.83687,    30.36837,    24.46614,    24.46614,    31.31348,        0.75,           2,         Inf,   0.2308631,         Inf,   0.2308631,    20.40061
        1937,      309.38,f_d13c_classical,f_gstar_constref,    9.761870,    12.76614,    15.84142,    30.36120,    24.49304,    24.49304,    31.34793,        0.75,           2,         Inf,   0.2308711,         Inf,   0.2308711,    20.40242
        1938,      309.70,f_d13c_classical,f_gstar_constref,    9.772291,    12.77596,    15.84569,    30.35448,    24.51837,    24.51837,    31.38035,        0.75,           2,         Inf,   0.2308784,         Inf,   0.2308784,    20.40413
        1939,      310.01,f_d13c_classical,f_gstar_constref,    9.782381,    12.78548,    15.84982,    30.34798,    24.54290,    24.54290,    31.41176,        0.75,           2,         Inf,   0.2308854,         Inf,   0.2308854,    20.40577
        1940,      310.27,f_d13c_classical,f_gstar_constref,    9.790841,    12.79345,    15.85328,    30.34255,    24.56348,    24.56348,    31.43811,        0.75,           2,         Inf,   0.2308911,         Inf,   0.2308911,    20.40715
        1941,      310.50,f_d13c_classical,f_gstar_constref,    9.798321,    12.80051,    15.85634,    30.33775,    24.58168,    24.58168,    31.46141,        0.75,           2,         Inf,   0.2308961,         Inf,   0.2308961,    20.40837
        1942,      310.68,f_d13c_classical,f_gstar_constref,    9.804173,    12.80602,    15.85873,    30.33399,    24.59592,    24.59592,    31.47965,        0.75,           2,         Inf,   0.2309000,         Inf,   0.2309000,    20.40932
        1943,      310.82,f_d13c_classical,f_gstar_constref,    9.808723,    12.81031,    15.86059,    30.33108,    24.60700,    24.60700,    31.49384,        0.75,           2,         Inf,   0.2309030,         Inf,   0.2309030,    20.41006
