"","wind","Tair","VPD","pressure","precip","PPFD"
"1901",1.32664369782281,19.9345642089844,0.981948009720253,100.0345625,181.845352172852,793.916983795166
"1902",0.857956248342199,18.5560241699219,0.811489732716189,100.25303125,208.595336914062,793.916931152344
"1903",1.1000357055892,17.9710632324219,0.707489447690725,100.541078125,303.499969482422,793.916931152344
"1904",1.18240728050347,19.4821716308594,0.93281934050838,100.1482265625,155.599990844727,793.916983795166
"1905",1.57826988876111,19.6008239746094,0.917030992666721,100.596484375,212.980133056641,793.916983795166
"1906",1.32664369782281,19.5470825195313,0.940339878197809,100.0345625,159.594421386719,793.916983795166
"1907",1.57826988876111,18.3094421386719,0.744615397704345,100.596484375,170.296127319336,793.916983795166
"1908",0.603420586333841,19.0595031738281,0.850357515703654,100.441828125,184.399963378906,793.916931152344
"1909",0.869722356624703,18.8917785644531,0.811532006521401,100.6471328125,240.799987792969,793.916931152344
"1910",1.32664369782281,18.5554748535156,0.764694542696445,100.0345625,180.274200439453,793.916983795166
"1911",1.57826988876111,20.22744140625,1.03048544089909,100.596484375,95.5999984741211,793.916983795166
"1912",1.18240728050347,18.2409301757813,0.734989426562656,100.1482265625,308.498352050781,793.916983795166
"1913",0.869722356624703,19.4424682617188,0.897651206847522,100.6471328125,93.6755294799805,793.916931152344
"1914",0.887789692032104,18.6086669921875,0.789273863133592,100.195296875,163.092407226562,793.916983795166
"1915",0.717165894564404,18.5618835449219,0.794165596840899,100.084828125,199.141525268555,793.916931152344
"1916",1.18240728050347,19.2645812988281,0.885915012638007,100.1482265625,179.790084838867,793.916983795166
"1917",0.857956248342199,19.1423583984375,0.857492481389789,100.25303125,286.799987792969,793.916931152344
"1918",0.887789692032104,18.563134765625,0.789632100884592,100.195296875,162.661010742188,793.916983795166
"1919",1.32977055146381,18.617333984375,0.797691199343375,100.408984375,162.500015258789,793.916983795166
"1920",1.18240728050347,18.7429443359375,0.804828895133375,100.1482265625,208.692886352539,793.916983795166
"1921",1.32977055146381,19.8056884765625,0.981734474530708,100.408984375,61.0664558410645,793.916983795166
"1922",0.857956248342199,18.2079711914063,0.738814630786445,100.25303125,235.300003051758,793.916931152344
"1923",0.887789692032104,18.4004150390625,0.742126895672805,100.195296875,135.797714233398,792.801166534424
"1924",0.603420586333841,18.4721923828125,0.744926447936026,100.441828125,237.300018310547,793.916931152344
"1925",1.57826988876111,19.4817443847656,0.890110749046016,100.596484375,160.185180664062,792.706935882568
"1926",0.857956248342199,18.4338012695313,0.738749104008708,100.25303125,162.497634887695,793.916931152344
"1927",0.887789692032104,17.7129760742188,0.648788069810436,100.195296875,275.200012207031,793.173035430908
"1928",1.18240728050347,18.8772521972656,0.835990615200215,100.1482265625,187.199996948242,792.069220733643
"1929",0.717165894564404,18.7371154785156,0.821328203516321,100.084828125,116.261863708496,791.883233642578
"1930",1.32977055146381,18.9378295898438,0.800979939276253,100.408984375,169.89958190918,792.987153625488
"1931",0.869722356624703,19.4692932128906,0.884548713627999,100.6471328125,247.100006103516,793.173035430908
"1932",0.603420586333841,19.0134521484375,0.797478091758439,100.441828125,161.70002746582,793.916931152344
"1933",1.32977055146381,19.454248046875,0.82298790894398,100.408984375,130.100006103516,793.366234588623
"1934",1.32664369782281,19.7190185546875,0.901865027625192,100.0345625,131.900009155273,793.17308807373
"1935",1.57826988876111,19.622705078125,0.890667088951462,100.596484375,176.038467407227,792.252786254883
"1936",1.18240728050347,18.9451538085938,0.785795857904259,100.1482265625,227.091415405273,793.916983795166
"1937",0.869722356624703,19.8179565429688,0.914151419317954,100.6471328125,127.387001037598,792.987100982666
"1938",1.1000357055892,18.1223388671875,0.707484252720858,100.541078125,139.400009155273,792.987100982666
"1939",1.57826988876111,19.0479370117188,0.793579593788919,100.596484375,197.574203491211,793.359075164795
"1940",0.603420586333841,19.141259765625,0.839089571519961,100.441828125,103.381309509277,793.916931152344
"1941",0.869722356624703,19.4090515136719,0.876343145487198,100.6471328125,262.999969482422,792.520948791504
"1942",1.32977055146381,18.8938842773438,0.814595494852837,100.408984375,136.278991699219,793.916983795166
"1943",0.857956248342199,18.7767883300781,0.821433328863359,100.25303125,128.597564697266,793.916931152344
"1944",1.18240728050347,18.7540832519531,0.786332288686028,100.1482265625,169.800003051758,793.916983795166
"1945",0.857956248342199,19.0613342285156,0.820231484526702,100.25303125,174.797958374023,793.916931152344
"1946",1.32664369782281,18.7715087890625,0.820089849218169,100.0345625,244.599990844727,793.733365631103
"1947",0.717165894564404,19.2583557128906,0.826506341717525,100.084828125,116.000007629395,794.663195800781
"1948",1.18240728050347,18.4411865234375,0.757832008893606,100.1482265625,212.083221435547,793.733365631103
"1949",0.887789692032104,19.3489013671875,0.910003411984419,100.195296875,83.648078918457,809.996102142334
"1950",1.1000357055892,18.7625061035156,0.782423308129594,100.541078125,215.700012207031,783.99833908081
"1951",0.887789692032104,18.3490539550781,0.761347139947428,100.195296875,181.083068847656,768.742343902588
"1952",1.18240728050347,19.4114929199219,0.879704899944211,100.1482265625,150.787521362305,799.409262084961
"1953",0.887789692032104,18.3567443847656,0.726689183042078,100.195296875,201.490219116211,774.084484863281
"1954",0.869722356624703,18.8966918945313,0.832517021660212,100.6471328125,247.200012207031,753.6637550354
"1955",0.857956248342199,19.2704711914063,0.865304423782018,100.25303125,109.186180114746,819.231232452393
"1956",1.18240728050347,18.5390563964844,0.793828157421719,100.1482265625,274.097442626953,752.850528717041
"1957",1.1000357055892,18.5320068359375,0.724528919755916,100.541078125,209.799987792969,793.51463470459
